8 WRITE monitordata 000000ff
204444 WRITE monitorcmd 00000001
204445 WRITE monitorcmd 00000000
204459 WRITE monitoraddr 000041a0
204460 WRITE monitorcmd 00000001
204461 WRITE monitorcmd 00000000
204475 WRITE monitoraddr 000041a1
204476 WRITE monitorcmd 00000001
204477 WRITE monitorcmd 00000000
204491 WRITE monitoraddr 000041a2
204492 WRITE monitorcmd 00000001
204493 WRITE monitorcmd 00000000
204507 WRITE monitoraddr 000041a3
204508 WRITE monitorcmd 00000001
204509 WRITE monitorcmd 00000000
204523 WRITE monitoraddr 000041a4
204524 WRITE monitorcmd 00000001
204525 WRITE monitorcmd 00000000
204539 WRITE monitoraddr 000041a5
204540 WRITE monitorcmd 00000001
204541 WRITE monitorcmd 00000000
204555 WRITE monitoraddr 000041a6
204556 WRITE monitorcmd 00000001
204557 WRITE monitorcmd 00000000
204571 WRITE monitoraddr 000041a7
204572 WRITE monitorcmd 00000001
204573 WRITE monitorcmd 00000000
204587 WRITE monitoraddr 000041a8
204588 WRITE monitorcmd 00000001
204589 WRITE monitorcmd 00000000
204603 WRITE monitoraddr 000041a9
204604 WRITE monitorcmd 00000001
204605 WRITE monitorcmd 00000000
204619 WRITE monitoraddr 000041aa
204620 WRITE monitorcmd 00000001
204621 WRITE monitorcmd 00000000
204635 WRITE monitoraddr 000041ab
204636 WRITE monitorcmd 00000001
204637 WRITE monitorcmd 00000000
204651 WRITE monitoraddr 000041ac
204652 WRITE monitorcmd 00000001
204653 WRITE monitorcmd 00000000
204667 WRITE monitoraddr 000041ad
204668 WRITE monitorcmd 00000001
204669 WRITE monitorcmd 00000000
204683 WRITE monitoraddr 000041ae
204684 WRITE monitorcmd 00000001
204685 WRITE monitorcmd 00000000
204699 WRITE monitoraddr 000041af
204700 WRITE monitorcmd 00000001
204701 WRITE monitorcmd 00000000
204715 WRITE monitoraddr 000041b0
204716 WRITE monitorcmd 00000001
204717 WRITE monitorcmd 00000000
204731 WRITE monitoraddr 000041b1
204732 WRITE monitorcmd 00000001
204733 WRITE monitorcmd 00000000
204747 WRITE monitoraddr 000041b2
204748 WRITE monitorcmd 00000001
204749 WRITE monitorcmd 00000000
204763 WRITE monitoraddr 000041b3
204764 WRITE monitorcmd 00000001
204765 WRITE monitorcmd 00000000
204779 WRITE monitoraddr 000041b4
204780 WRITE monitorcmd 00000001
204781 WRITE monitorcmd 00000000
204795 WRITE monitoraddr 000041b5
204796 WRITE monitorcmd 00000001
204797 WRITE monitorcmd 00000000
204811 WRITE monitoraddr 000041b6
204812 WRITE monitorcmd 00000001
204813 WRITE monitorcmd 00000000
204827 WRITE monitoraddr 000041b7
204828 WRITE monitorcmd 00000001
204829 WRITE monitorcmd 00000000
204843 WRITE monitoraddr 000041b8
204844 WRITE monitorcmd 00000001
204845 WRITE monitorcmd 00000000
204859 WRITE monitoraddr 000041b9
204860 WRITE monitorcmd 00000001
204861 WRITE monitorcmd 00000000
204875 WRITE monitoraddr 000041ba
204876 WRITE monitorcmd 00000001
204877 WRITE monitorcmd 00000000
204891 WRITE monitoraddr 000041bb
204892 WRITE monitorcmd 00000001
204893 WRITE monitorcmd 00000000
204907 WRITE monitoraddr 000041bc
204908 WRITE monitorcmd 00000001
204909 WRITE monitorcmd 00000000
204923 WRITE monitoraddr 000041bd
204924 WRITE monitorcmd 00000001
204925 WRITE monitorcmd 00000000
204939 WRITE monitoraddr 000041be
204940 WRITE monitorcmd 00000001
204941 WRITE monitorcmd 00000000
204955 WRITE monitoraddr 000041bf
204956 WRITE monitorcmd 00000001
204957 WRITE monitorcmd 00000000
204971 WRITE monitoraddr 000041c0
204972 WRITE monitorcmd 00000001
204973 WRITE monitorcmd 00000000
204987 WRITE monitoraddr 000041c1
204988 WRITE monitorcmd 00000001
204989 WRITE monitorcmd 00000000
205003 WRITE monitoraddr 000041c2
205004 WRITE monitorcmd 00000001
205005 WRITE monitorcmd 00000000
205019 WRITE monitoraddr 000041c3
205020 WRITE monitorcmd 00000001
205021 WRITE monitorcmd 00000000
205035 WRITE monitoraddr 000041c4
205036 WRITE monitorcmd 00000001
205037 WRITE monitorcmd 00000000
205051 WRITE monitoraddr 000041c5
205052 WRITE monitorcmd 00000001
205053 WRITE monitorcmd 00000000
205067 WRITE monitoraddr 000041c6
205068 WRITE monitorcmd 00000001
205069 WRITE monitorcmd 00000000
205083 WRITE monitoraddr 000041c7
205084 WRITE monitorcmd 00000001
205085 WRITE monitorcmd 00000000
205099 WRITE monitoraddr 000041c8
205100 WRITE monitorcmd 00000001
205101 WRITE monitorcmd 00000000
205115 WRITE monitoraddr 000041c9
205116 WRITE monitorcmd 00000001
205117 WRITE monitorcmd 00000000
205131 WRITE monitoraddr 000041ca
205132 WRITE monitorcmd 00000001
205133 WRITE monitorcmd 00000000
205147 WRITE monitoraddr 000041cb
205148 WRITE monitorcmd 00000001
205149 WRITE monitorcmd 00000000
205163 WRITE monitoraddr 000041cc
205164 WRITE monitorcmd 00000001
205165 WRITE monitorcmd 00000000
205179 WRITE monitoraddr 000041cd
205180 WRITE monitorcmd 00000001
205181 WRITE monitorcmd 00000000
206287 WRITE monitoraddr 00004232
206288 WRITE monitorcmd 00000001
206289 WRITE monitorcmd 00000000
206303 WRITE monitoraddr 00004233
206304 WRITE monitorcmd 00000001
206305 WRITE monitorcmd 00000000
206319 WRITE monitoraddr 00004234
206320 WRITE monitorcmd 00000001
206321 WRITE monitorcmd 00000000
206335 WRITE monitoraddr 00004235
206336 WRITE monitorcmd 00000001
206337 WRITE monitorcmd 00000000
206351 WRITE monitoraddr 00004236
206352 WRITE monitorcmd 00000001
206353 WRITE monitorcmd 00000000
206367 WRITE monitoraddr 00004237
206368 WRITE monitorcmd 00000001
206369 WRITE monitorcmd 00000000
206383 WRITE monitoraddr 00004238
206384 WRITE monitorcmd 00000001
206385 WRITE monitorcmd 00000000
206399 WRITE monitoraddr 00004239
206400 WRITE monitorcmd 00000001
206401 WRITE monitorcmd 00000000
206415 WRITE monitoraddr 0000423a
206416 WRITE monitorcmd 00000001
206417 WRITE monitorcmd 00000000
206431 WRITE monitoraddr 0000423b
206432 WRITE monitorcmd 00000001
206433 WRITE monitorcmd 00000000
206447 WRITE monitoraddr 0000423c
206448 WRITE monitorcmd 00000001
206449 WRITE monitorcmd 00000000
206463 WRITE monitoraddr 0000423d
206464 WRITE monitorcmd 00000001
206465 WRITE monitorcmd 00000000
206479 WRITE monitoraddr 0000423e
206480 WRITE monitorcmd 00000001
206481 WRITE monitorcmd 00000000
206495 WRITE monitoraddr 0000423f
206496 WRITE monitorcmd 00000001
206497 WRITE monitorcmd 00000000
206511 WRITE monitoraddr 00004240
206512 WRITE monitorcmd 00000001
206513 WRITE monitorcmd 00000000
206527 WRITE monitoraddr 00004241
206528 WRITE monitorcmd 00000001
206529 WRITE monitorcmd 00000000
206543 WRITE monitoraddr 00004242
206544 WRITE monitorcmd 00000001
206545 WRITE monitorcmd 00000000
206559 WRITE monitoraddr 00004243
206560 WRITE monitorcmd 00000001
206561 WRITE monitorcmd 00000000
206575 WRITE monitoraddr 00004244
206576 WRITE monitorcmd 00000001
206577 WRITE monitorcmd 00000000
206591 WRITE monitoraddr 00004245
206592 WRITE monitorcmd 00000001
206593 WRITE monitorcmd 00000000
206607 WRITE monitoraddr 00004246
206608 WRITE monitorcmd 00000001
206609 WRITE monitorcmd 00000000
206623 WRITE monitoraddr 00004247
206624 WRITE monitorcmd 00000001
206625 WRITE monitorcmd 00000000
206639 WRITE monitoraddr 00004248
206640 WRITE monitorcmd 00000001
206641 WRITE monitorcmd 00000000
206655 WRITE monitoraddr 00004249
206656 WRITE monitorcmd 00000001
206657 WRITE monitorcmd 00000000
206671 WRITE monitoraddr 0000424a
206672 WRITE monitorcmd 00000001
206673 WRITE monitorcmd 00000000
206687 WRITE monitoraddr 0000424b
206688 WRITE monitorcmd 00000001
206689 WRITE monitorcmd 00000000
206703 WRITE monitoraddr 0000424c
206704 WRITE monitorcmd 00000001
206705 WRITE monitorcmd 00000000
206719 WRITE monitoraddr 0000424d
206720 WRITE monitorcmd 00000001
206721 WRITE monitorcmd 00000000
206735 WRITE monitoraddr 0000424e
206736 WRITE monitorcmd 00000001
206737 WRITE monitorcmd 00000000
206751 WRITE monitoraddr 0000424f
206752 WRITE monitorcmd 00000001
206753 WRITE monitorcmd 00000000
206767 WRITE monitoraddr 00004250
206768 WRITE monitorcmd 00000001
206769 WRITE monitorcmd 00000000
206783 WRITE monitoraddr 00004251
206784 WRITE monitorcmd 00000001
206785 WRITE monitorcmd 00000000
206799 WRITE monitoraddr 00004252
206800 WRITE monitorcmd 00000001
206801 WRITE monitorcmd 00000000
206815 WRITE monitoraddr 00004253
206816 WRITE monitorcmd 00000001
206817 WRITE monitorcmd 00000000
206831 WRITE monitoraddr 00004254
206832 WRITE monitorcmd 00000001
206833 WRITE monitorcmd 00000000
206847 WRITE monitoraddr 00004255
206848 WRITE monitorcmd 00000001
206849 WRITE monitorcmd 00000000
206863 WRITE monitoraddr 00004256
206864 WRITE monitorcmd 00000001
206865 WRITE monitorcmd 00000000
206879 WRITE monitoraddr 00004257
206880 WRITE monitorcmd 00000001
206881 WRITE monitorcmd 00000000
206895 WRITE monitoraddr 00004258
206896 WRITE monitorcmd 00000001
206897 WRITE monitorcmd 00000000
206911 WRITE monitoraddr 00004259
206912 WRITE monitorcmd 00000001
206913 WRITE monitorcmd 00000000
206927 WRITE monitoraddr 0000425a
206928 WRITE monitorcmd 00000001
206929 WRITE monitorcmd 00000000
206943 WRITE monitoraddr 0000425b
206944 WRITE monitorcmd 00000001
206945 WRITE monitorcmd 00000000
206959 WRITE monitoraddr 0000425c
206960 WRITE monitorcmd 00000001
206961 WRITE monitorcmd 00000000
206975 WRITE monitoraddr 0000425d
206976 WRITE monitorcmd 00000001
206977 WRITE monitorcmd 00000000
206991 WRITE monitoraddr 0000425e
206992 WRITE monitorcmd 00000001
206993 WRITE monitorcmd 00000000
207007 WRITE monitoraddr 0000425f
207008 WRITE monitorcmd 00000001
207009 WRITE monitorcmd 00000000
207023 WRITE monitoraddr 00004260
207024 WRITE monitorcmd 00000001
207025 WRITE monitorcmd 00000000
207039 WRITE monitoraddr 00004261
207040 WRITE monitorcmd 00000001
207041 WRITE monitorcmd 00000000
207055 WRITE monitoraddr 00004262
207056 WRITE monitorcmd 00000001
207057 WRITE monitorcmd 00000000
207071 WRITE monitoraddr 00004263
207072 WRITE monitorcmd 00000001
207073 WRITE monitorcmd 00000000
207087 WRITE monitoraddr 00004264
207088 WRITE monitorcmd 00000001
207089 WRITE monitorcmd 00000000
207103 WRITE monitoraddr 00004265
207104 WRITE monitorcmd 00000001
207105 WRITE monitorcmd 00000000
207119 WRITE monitoraddr 00004266
207120 WRITE monitorcmd 00000001
207121 WRITE monitorcmd 00000000
207135 WRITE monitoraddr 00004267
207136 WRITE monitorcmd 00000001
207137 WRITE monitorcmd 00000000
207151 WRITE monitoraddr 00004268
207152 WRITE monitorcmd 00000001
207153 WRITE monitorcmd 00000000
207167 WRITE monitoraddr 00004269
207168 WRITE monitorcmd 00000001
207169 WRITE monitorcmd 00000000
207183 WRITE monitoraddr 0000426a
207184 WRITE monitorcmd 00000001
207185 WRITE monitorcmd 00000000
207199 WRITE monitoraddr 0000426b
207200 WRITE monitorcmd 00000001
207201 WRITE monitorcmd 00000000
207215 WRITE monitoraddr 0000426c
207216 WRITE monitorcmd 00000001
207217 WRITE monitorcmd 00000000
207231 WRITE monitoraddr 0000426d
207232 WRITE monitorcmd 00000001
207233 WRITE monitorcmd 00000000
207247 WRITE monitoraddr 0000426e
207248 WRITE monitorcmd 00000001
207249 WRITE monitorcmd 00000000
207263 WRITE monitoraddr 0000426f
207264 WRITE monitorcmd 00000001
207265 WRITE monitorcmd 00000000
207279 WRITE monitoraddr 00004270
207280 WRITE monitorcmd 00000001
207281 WRITE monitorcmd 00000000
207295 WRITE monitoraddr 00004271
207296 WRITE monitorcmd 00000001
207297 WRITE monitorcmd 00000000
207311 WRITE monitoraddr 00004272
207312 WRITE monitorcmd 00000001
207313 WRITE monitorcmd 00000000
207327 WRITE monitoraddr 00004273
207328 WRITE monitorcmd 00000001
207329 WRITE monitorcmd 00000000
207343 WRITE monitoraddr 00004274
207344 WRITE monitorcmd 00000001
207345 WRITE monitorcmd 00000000
207359 WRITE monitoraddr 00004275
207360 WRITE monitorcmd 00000001
207361 WRITE monitorcmd 00000000
207375 WRITE monitoraddr 00004276
207376 WRITE monitorcmd 00000001
207377 WRITE monitorcmd 00000000
207391 WRITE monitoraddr 00004277
207392 WRITE monitorcmd 00000001
207393 WRITE monitorcmd 00000000
207407 WRITE monitoraddr 00004278
207408 WRITE monitorcmd 00000001
207409 WRITE monitorcmd 00000000
207423 WRITE monitoraddr 00004279
207424 WRITE monitorcmd 00000001
207425 WRITE monitorcmd 00000000
207439 WRITE monitoraddr 0000427a
207440 WRITE monitorcmd 00000001
207441 WRITE monitorcmd 00000000
207455 WRITE monitoraddr 0000427b
207456 WRITE monitorcmd 00000001
207457 WRITE monitorcmd 00000000
207471 WRITE monitoraddr 0000427c
207472 WRITE monitorcmd 00000001
207473 WRITE monitorcmd 00000000
207487 WRITE monitoraddr 0000427d
207488 WRITE monitorcmd 00000001
207489 WRITE monitorcmd 00000000
207503 WRITE monitoraddr 0000427e
207504 WRITE monitorcmd 00000001
207505 WRITE monitorcmd 00000000
207519 WRITE monitoraddr 0000427f
207520 WRITE monitorcmd 00000001
207521 WRITE monitorcmd 00000000
207535 WRITE monitoraddr 00004280
207536 WRITE monitorcmd 00000001
207537 WRITE monitorcmd 00000000
207551 WRITE monitoraddr 00004281
207552 WRITE monitorcmd 00000001
207553 WRITE monitorcmd 00000000
207567 WRITE monitoraddr 00004282
207568 WRITE monitorcmd 00000001
207569 WRITE monitorcmd 00000000
207583 WRITE monitoraddr 00004283
207584 WRITE monitorcmd 00000001
207585 WRITE monitorcmd 00000000
207599 WRITE monitoraddr 00004284
207600 WRITE monitorcmd 00000001
207601 WRITE monitorcmd 00000000
207615 WRITE monitoraddr 00004285
207616 WRITE monitorcmd 00000001
207617 WRITE monitorcmd 00000000
207631 WRITE monitoraddr 00004286
207632 WRITE monitorcmd 00000001
207633 WRITE monitorcmd 00000000
207647 WRITE monitoraddr 00004287
207648 WRITE monitorcmd 00000001
207649 WRITE monitorcmd 00000000
207663 WRITE monitoraddr 00004288
207664 WRITE monitorcmd 00000001
207665 WRITE monitorcmd 00000000
207679 WRITE monitoraddr 00004289
207680 WRITE monitorcmd 00000001
207681 WRITE monitorcmd 00000000
207695 WRITE monitoraddr 0000428a
207696 WRITE monitorcmd 00000001
207697 WRITE monitorcmd 00000000
207711 WRITE monitoraddr 0000428b
207712 WRITE monitorcmd 00000001
207713 WRITE monitorcmd 00000000
207727 WRITE monitoraddr 0000428c
207728 WRITE monitorcmd 00000001
207729 WRITE monitorcmd 00000000
207743 WRITE monitoraddr 0000428d
207744 WRITE monitorcmd 00000001
207745 WRITE monitorcmd 00000000
207759 WRITE monitoraddr 0000428e
207760 WRITE monitorcmd 00000001
207761 WRITE monitorcmd 00000000
207775 WRITE monitoraddr 0000428f
207776 WRITE monitorcmd 00000001
207777 WRITE monitorcmd 00000000
207791 WRITE monitoraddr 00004290
207792 WRITE monitorcmd 00000001
207793 WRITE monitorcmd 00000000
207807 WRITE monitoraddr 00004291
207808 WRITE monitorcmd 00000001
207809 WRITE monitorcmd 00000000
207823 WRITE monitoraddr 00004292
207824 WRITE monitorcmd 00000001
207825 WRITE monitorcmd 00000000
207839 WRITE monitoraddr 00004293
207840 WRITE monitorcmd 00000001
207841 WRITE monitorcmd 00000000
207855 WRITE monitoraddr 00004294
207856 WRITE monitorcmd 00000001
207857 WRITE monitorcmd 00000000
207871 WRITE monitoraddr 00004295
207872 WRITE monitorcmd 00000001
207873 WRITE monitorcmd 00000000
207887 WRITE monitoraddr 00004296
207888 WRITE monitorcmd 00000001
207889 WRITE monitorcmd 00000000
207903 WRITE monitoraddr 00004297
207904 WRITE monitorcmd 00000001
207905 WRITE monitorcmd 00000000
207919 WRITE monitoraddr 00004298
207920 WRITE monitorcmd 00000001
207921 WRITE monitorcmd 00000000
207935 WRITE monitoraddr 00004299
207936 WRITE monitorcmd 00000001
207937 WRITE monitorcmd 00000000
207951 WRITE monitoraddr 0000429a
207952 WRITE monitorcmd 00000001
207953 WRITE monitorcmd 00000000
207967 WRITE monitoraddr 0000429b
207968 WRITE monitorcmd 00000001
207969 WRITE monitorcmd 00000000
207983 WRITE monitoraddr 0000429c
207984 WRITE monitorcmd 00000001
207985 WRITE monitorcmd 00000000
207999 WRITE monitoraddr 0000429d
208000 WRITE monitorcmd 00000001
208001 WRITE monitorcmd 00000000
208015 WRITE monitoraddr 0000429e
208016 WRITE monitorcmd 00000001
208017 WRITE monitorcmd 00000000
208031 WRITE monitoraddr 0000429f
208032 WRITE monitorcmd 00000001
208033 WRITE monitorcmd 00000000
208047 WRITE monitoraddr 000042a0
208048 WRITE monitorcmd 00000001
208049 WRITE monitorcmd 00000000
208063 WRITE monitoraddr 000042a1
208064 WRITE monitorcmd 00000001
208065 WRITE monitorcmd 00000000
208079 WRITE monitoraddr 000042a2
208080 WRITE monitorcmd 00000001
208081 WRITE monitorcmd 00000000
208095 WRITE monitoraddr 000042a3
208096 WRITE monitorcmd 00000001
208097 WRITE monitorcmd 00000000
208111 WRITE monitoraddr 000042a4
208112 WRITE monitorcmd 00000001
208113 WRITE monitorcmd 00000000
208127 WRITE monitoraddr 000042a5
208128 WRITE monitorcmd 00000001
208129 WRITE monitorcmd 00000000
208143 WRITE monitoraddr 000042a6
208144 WRITE monitorcmd 00000001
208145 WRITE monitorcmd 00000000
208159 WRITE monitoraddr 000042a7
208160 WRITE monitorcmd 00000001
208161 WRITE monitorcmd 00000000
208175 WRITE monitoraddr 000042a8
208176 WRITE monitorcmd 00000001
208177 WRITE monitorcmd 00000000
208191 WRITE monitoraddr 000042a9
208192 WRITE monitorcmd 00000001
208193 WRITE monitorcmd 00000000
208207 WRITE monitoraddr 000042aa
208208 WRITE monitorcmd 00000001
208209 WRITE monitorcmd 00000000
208223 WRITE monitoraddr 000042ab
208224 WRITE monitorcmd 00000001
208225 WRITE monitorcmd 00000000
208239 WRITE monitoraddr 000042ac
208240 WRITE monitorcmd 00000001
208241 WRITE monitorcmd 00000000
208255 WRITE monitoraddr 000042ad
208256 WRITE monitorcmd 00000001
208257 WRITE monitorcmd 00000000
208271 WRITE monitoraddr 000042ae
208272 WRITE monitorcmd 00000001
208273 WRITE monitorcmd 00000000
208287 WRITE monitoraddr 000042af
208288 WRITE monitorcmd 00000001
208289 WRITE monitorcmd 00000000
208303 WRITE monitoraddr 000042b0
208304 WRITE monitorcmd 00000001
208305 WRITE monitorcmd 00000000
208319 WRITE monitoraddr 000042b1
208320 WRITE monitorcmd 00000001
208321 WRITE monitorcmd 00000000
208335 WRITE monitoraddr 000042b2
208336 WRITE monitorcmd 00000001
208337 WRITE monitorcmd 00000000
208351 WRITE monitoraddr 000042b3
208352 WRITE monitorcmd 00000001
208353 WRITE monitorcmd 00000000
208367 WRITE monitoraddr 000042b4
208368 WRITE monitorcmd 00000001
208369 WRITE monitorcmd 00000000
208383 WRITE monitoraddr 000042b5
208384 WRITE monitorcmd 00000001
208385 WRITE monitorcmd 00000000
208399 WRITE monitoraddr 000042b6
208400 WRITE monitorcmd 00000001
208401 WRITE monitorcmd 00000000
208415 WRITE monitoraddr 000042b7
208416 WRITE monitorcmd 00000001
208417 WRITE monitorcmd 00000000
208431 WRITE monitoraddr 000042b8
208432 WRITE monitorcmd 00000001
208433 WRITE monitorcmd 00000000
208447 WRITE monitoraddr 000042b9
208448 WRITE monitorcmd 00000001
208449 WRITE monitorcmd 00000000
208463 WRITE monitoraddr 000042ba
208464 WRITE monitorcmd 00000001
208465 WRITE monitorcmd 00000000
208479 WRITE monitoraddr 000042bb
208480 WRITE monitorcmd 00000001
208481 WRITE monitorcmd 00000000
208495 WRITE monitoraddr 000042bc
208496 WRITE monitorcmd 00000001
208497 WRITE monitorcmd 00000000
208511 WRITE monitoraddr 000042bd
208512 WRITE monitorcmd 00000001
208513 WRITE monitorcmd 00000000
208527 WRITE monitoraddr 000042be
208528 WRITE monitorcmd 00000001
208529 WRITE monitorcmd 00000000
208543 WRITE monitoraddr 000042bf
208544 WRITE monitorcmd 00000001
208545 WRITE monitorcmd 00000000
208559 WRITE monitoraddr 000042c0
208560 WRITE monitorcmd 00000001
208561 WRITE monitorcmd 00000000
208575 WRITE monitoraddr 000042c1
208576 WRITE monitorcmd 00000001
208577 WRITE monitorcmd 00000000
208591 WRITE monitoraddr 000042c2
208592 WRITE monitorcmd 00000001
208593 WRITE monitorcmd 00000000
208607 WRITE monitoraddr 000042c3
208608 WRITE monitorcmd 00000001
208609 WRITE monitorcmd 00000000
208623 WRITE monitoraddr 000042c4
208624 WRITE monitorcmd 00000001
208625 WRITE monitorcmd 00000000
208639 WRITE monitoraddr 000042c5
208640 WRITE monitorcmd 00000001
208641 WRITE monitorcmd 00000000
208655 WRITE monitoraddr 000042c6
208656 WRITE monitorcmd 00000001
208657 WRITE monitorcmd 00000000
208671 WRITE monitoraddr 000042c7
208672 WRITE monitorcmd 00000001
208673 WRITE monitorcmd 00000000
208687 WRITE monitoraddr 000042c8
208688 WRITE monitorcmd 00000001
208689 WRITE monitorcmd 00000000
208703 WRITE monitoraddr 000042c9
208704 WRITE monitorcmd 00000001
208705 WRITE monitorcmd 00000000
208719 WRITE monitoraddr 000042ca
208720 WRITE monitorcmd 00000001
208721 WRITE monitorcmd 00000000
208735 WRITE monitoraddr 000042cb
208736 WRITE monitorcmd 00000001
208737 WRITE monitorcmd 00000000
208751 WRITE monitoraddr 000042cc
208752 WRITE monitorcmd 00000001
208753 WRITE monitorcmd 00000000
208767 WRITE monitoraddr 000042cd
208768 WRITE monitorcmd 00000001
208769 WRITE monitorcmd 00000000
208783 WRITE monitoraddr 000042ce
208784 WRITE monitorcmd 00000001
208785 WRITE monitorcmd 00000000
209869 WRITE monitoraddr 00004331
209870 WRITE monitorcmd 00000001
209871 WRITE monitorcmd 00000000
209885 WRITE monitoraddr 00004332
209886 WRITE monitorcmd 00000001
209887 WRITE monitorcmd 00000000
209901 WRITE monitoraddr 00004333
209902 WRITE monitorcmd 00000001
209903 WRITE monitorcmd 00000000
209917 WRITE monitoraddr 00004334
209918 WRITE monitorcmd 00000001
209919 WRITE monitorcmd 00000000
209933 WRITE monitoraddr 00004335
209934 WRITE monitorcmd 00000001
209935 WRITE monitorcmd 00000000
209949 WRITE monitoraddr 00004336
209950 WRITE monitorcmd 00000001
209951 WRITE monitorcmd 00000000
209965 WRITE monitoraddr 00004337
209966 WRITE monitorcmd 00000001
209967 WRITE monitorcmd 00000000
209981 WRITE monitoraddr 00004338
209982 WRITE monitorcmd 00000001
209983 WRITE monitorcmd 00000000
209997 WRITE monitoraddr 00004339
209998 WRITE monitorcmd 00000001
209999 WRITE monitorcmd 00000000
210013 WRITE monitoraddr 0000433a
210014 WRITE monitorcmd 00000001
210015 WRITE monitorcmd 00000000
210029 WRITE monitoraddr 0000433b
210030 WRITE monitorcmd 00000001
210031 WRITE monitorcmd 00000000
210045 WRITE monitoraddr 0000433c
210046 WRITE monitorcmd 00000001
210047 WRITE monitorcmd 00000000
210061 WRITE monitoraddr 0000433d
210062 WRITE monitorcmd 00000001
210063 WRITE monitorcmd 00000000
210077 WRITE monitoraddr 0000433e
210078 WRITE monitorcmd 00000001
210079 WRITE monitorcmd 00000000
210093 WRITE monitoraddr 0000433f
210094 WRITE monitorcmd 00000001
210095 WRITE monitorcmd 00000000
210109 WRITE monitoraddr 00004340
210110 WRITE monitorcmd 00000001
210111 WRITE monitorcmd 00000000
210125 WRITE monitoraddr 00004341
210126 WRITE monitorcmd 00000001
210127 WRITE monitorcmd 00000000
210141 WRITE monitoraddr 00004342
210142 WRITE monitorcmd 00000001
210143 WRITE monitorcmd 00000000
210157 WRITE monitoraddr 00004343
210158 WRITE monitorcmd 00000001
210159 WRITE monitorcmd 00000000
210173 WRITE monitoraddr 00004344
210174 WRITE monitorcmd 00000001
210175 WRITE monitorcmd 00000000
210189 WRITE monitoraddr 00004345
210190 WRITE monitorcmd 00000001
210191 WRITE monitorcmd 00000000
210205 WRITE monitoraddr 00004346
210206 WRITE monitorcmd 00000001
210207 WRITE monitorcmd 00000000
210221 WRITE monitoraddr 00004347
210222 WRITE monitorcmd 00000001
210223 WRITE monitorcmd 00000000
210237 WRITE monitoraddr 00004348
210238 WRITE monitorcmd 00000001
210239 WRITE monitorcmd 00000000
210253 WRITE monitoraddr 00004349
210254 WRITE monitorcmd 00000001
210255 WRITE monitorcmd 00000000
210269 WRITE monitoraddr 0000434a
210270 WRITE monitorcmd 00000001
210271 WRITE monitorcmd 00000000
210285 WRITE monitoraddr 0000434b
210286 WRITE monitorcmd 00000001
210287 WRITE monitorcmd 00000000
210301 WRITE monitoraddr 0000434c
210302 WRITE monitorcmd 00000001
210303 WRITE monitorcmd 00000000
210317 WRITE monitoraddr 0000434d
210318 WRITE monitorcmd 00000001
210319 WRITE monitorcmd 00000000
210333 WRITE monitoraddr 0000434e
210334 WRITE monitorcmd 00000001
210335 WRITE monitorcmd 00000000
210349 WRITE monitoraddr 0000434f
210350 WRITE monitorcmd 00000001
210351 WRITE monitorcmd 00000000
210365 WRITE monitoraddr 00004350
210366 WRITE monitorcmd 00000001
210367 WRITE monitorcmd 00000000
210381 WRITE monitoraddr 00004351
210382 WRITE monitorcmd 00000001
210383 WRITE monitorcmd 00000000
210397 WRITE monitoraddr 00004352
210398 WRITE monitorcmd 00000001
210399 WRITE monitorcmd 00000000
210413 WRITE monitoraddr 00004353
210414 WRITE monitorcmd 00000001
210415 WRITE monitorcmd 00000000
210429 WRITE monitoraddr 00004354
210430 WRITE monitorcmd 00000001
210431 WRITE monitorcmd 00000000
210445 WRITE monitoraddr 00004355
210446 WRITE monitorcmd 00000001
210447 WRITE monitorcmd 00000000
210461 WRITE monitoraddr 00004356
210462 WRITE monitorcmd 00000001
210463 WRITE monitorcmd 00000000
210477 WRITE monitoraddr 00004357
210478 WRITE monitorcmd 00000001
210479 WRITE monitorcmd 00000000
210493 WRITE monitoraddr 00004358
210494 WRITE monitorcmd 00000001
210495 WRITE monitorcmd 00000000
210509 WRITE monitoraddr 00004359
210510 WRITE monitorcmd 00000001
210511 WRITE monitorcmd 00000000
210525 WRITE monitoraddr 0000435a
210526 WRITE monitorcmd 00000001
210527 WRITE monitorcmd 00000000
210541 WRITE monitoraddr 0000435b
210542 WRITE monitorcmd 00000001
210543 WRITE monitorcmd 00000000
210557 WRITE monitoraddr 0000435c
210558 WRITE monitorcmd 00000001
210559 WRITE monitorcmd 00000000
210573 WRITE monitoraddr 0000435d
210574 WRITE monitorcmd 00000001
210575 WRITE monitorcmd 00000000
210589 WRITE monitoraddr 0000435e
210590 WRITE monitorcmd 00000001
210591 WRITE monitorcmd 00000000
210605 WRITE monitoraddr 0000435f
210606 WRITE monitorcmd 00000001
210607 WRITE monitorcmd 00000000
210621 WRITE monitoraddr 00004360
210622 WRITE monitorcmd 00000001
210623 WRITE monitorcmd 00000000
210637 WRITE monitoraddr 00004361
210638 WRITE monitorcmd 00000001
210639 WRITE monitorcmd 00000000
210653 WRITE monitoraddr 00004362
210654 WRITE monitorcmd 00000001
210655 WRITE monitorcmd 00000000
210669 WRITE monitoraddr 00004363
210670 WRITE monitorcmd 00000001
210671 WRITE monitorcmd 00000000
210685 WRITE monitoraddr 00004364
210686 WRITE monitorcmd 00000001
210687 WRITE monitorcmd 00000000
210701 WRITE monitoraddr 00004365
